"ReportedInactiveID","Alias","AliasType"
39,"PROPYLENE GLYCOL DECANOATE/OCTANOATE","SYN"
39,"PROPYLENE GLYCOL DIACETATE","PT"
39,"PROPYLENE GLYCOL DICAPRATE","PT"
39,"PROPYLENE GLYCOL DICAPRYLATE","PT"
39,"PROPYLENE GLYCOL DICAPRYLATE/DICAPRATE","PT"
39,"PROPYLENE GLYCOL DICAPRYLOCAPRATE","SYN"
39,"PROPYLENE GLYCOL DIDECANOATE","SYN"
39,"PROPYLENE GLYCOL DIETHYLHEXANOATE","PT"
39,"PROPYLENE GLYCOL DILAURATE","PT"
39,"PROPYLENE GLYCOL DIOCTANOATE","SYN"
39,"PROPYLENE GLYCOL DIPROPIONATE","PT"
39,"PROPYLENE GLYCOL DISTEARATE","SYN"
39,"PROPYLENE GLYCOL LAURATE","SYN"
39,"PROPYLENE GLYCOL LAURATES","PT"
39,"PROPYLENE GLYCOL L-FORM","SYN"
39,"PROPYLENE GLYCOL MONOCAPRYLATE","PT"
39,"PROPYLENE GLYCOL MONOLAURATE","PT"
39,"PROPYLENE GLYCOL MONOLAURATE TYPE I","SYN"
39,"PROPYLENE GLYCOL MONOLAURATE TYPE II","SYN"
39,"PROPYLENE GLYCOL MONOOCTANOATE","SYN"
39,"PROPYLENE GLYCOL MONOPALMITOSTEARATE","PT"
39,"PROPYLENE GLYCOL MONOSTEARATE","PT"
39,"PROPYLENE GLYCOL PALMITOSTEARATE","SYN"
39,"PROPYLENE GLYCOL STEARATE","SYN"
39,"PROPYLENE GLYCOL, (R)-","PT"
39,"PROPYLENEGLYCOL DIPROPIONATE","SYN"
39,"PROTACHEM PGML","SYN"
39,"PROTANAL ESTER SD 7530","SYN"
39,"RMY7XGC3LV","UNII"
39,"RT9P9S09QI","UNII"
39,"S4G2J0Y0LG","UNII"
39,"SABODERM PGDD","SYN"
39,"SCHERCEMOL PGML ESTER","SYN"
39,"SM3330P","SYN"
39,"T65PN3O37H","UNII"
39,"TEGOSOFT APS","SYN"
39,"TRIMETHYLENE GLYCOL","SYN"
39,"U783H9JHWY","UNII"
39,"UNIPEG-PGML","SYN"
39,"V2W71V8T0X","UNII"
40,"5101OP7P2I","UNII"
40,"A9CO00M9HV","UNII"
40,"CALCIUM O-BENZOLSULFIMIDE HYDRATE","SYN"
40,"CALCIUM SACCHARIN","SYN"
40,"CALCIUM SACCHARIN HYDRATE","SYN"
40,"CALCIUM SACCHARIN HYDROUS","SYN"
40,"CRYSTALLOSE","SYN"
40,"DAGUTAN","SYN"
40,"FST467XS7D","UNII"
40,"HYDRATED SACCHARIN CALCIUM","SYN"
40,"I4807BK602","UNII"
40,"KRISTALLOSE","SYN"
40,"SACCHARIN","PT"
40,"SACCHARIN CALCIUM","PT"
40,"SACCHARIN CALCIUM HYDRATE","SYN"
40,"SACCHARIN SODIUM","PT"
40,"SACCHARIN SODIUM ANHYDROUS","PT"
40,"SACCHARIN SODIUM DIHYDRATE","SYN"
40,"SACCHARIN SODIUM HYDRATE","SYN"
40,"SACCHARIN SODIUM MONOHYDRATE","PT"
40,"SACCHARINUM","SYN"
40,"SB8ZUX40TY","UNII"
40,"SODIUM SACCHARIN","SYN"
40,"SODIUM SACCHARIN DIHYDRATE","SYN"
40,"SODIUM SACCHARIN HYDRATE","SYN"
40,"SODIUM SACCHARINATE MONOHYDRATE","SYN"
40,"SUCROMAT","SYN"
41,"7Y1255HVXR","UNII"
41,"AE-SESAME SEED","SYN"
41,"ALLERGENIC EXTRACT- SESAME SESAMUM INDICUM","SYN"
41,"HEI ZHI MA","SYN"
41,"MAYOU","SYN"
41,"OLEUM SESAMI","SYN"
41,"QX10HYY4QV","UNII"
41,"SESAME OIL","PT"
41,"SESAME SEED","PT"
41,"SESAME SEED ALLERGENIC EXTRACT","SYN"
41,"SESAME SEED EXTRACT","SYN"
41,"SESAMI INDICI SEMEN","SYN"
41,"SESAMI NIGRI SEMEN","SYN"
41,"SESAMI SEMEN NIGRICUM","SYN"
41,"SESAMUM INDICUM EXTRACT","SYN"
41,"SESAMUM INDICUM OIL","SYN"
41,"SESAMUM INDICUM SEED","SYN"
41,"SESAMUM INDICUM SEED OIL","SYN"
41,"SESAMUM ORIENTALE OIL","SYN"
41,"SESAMUM ORIENTALE SEED","SYN"
41,"SESAMUM ORIENTALE SEED OIL","SYN"
41,"ZHI MA OIL","SYN"
41,"ZHI MA SEED","SYN"
41,"ZHI MA SEED OIL","SYN"
42,"4550K0SC9B","UNII"
42,"NVG71ZZ7P0","UNII"
42,"SODIUM ACETATE","PT"
42,"SODIUM ACETATE ANHYDROUS","PT"
42,"SODIUM ACETATE HYDRATE","SYN"
42,"SODIUM ACETATE TRIHYDRATE","SYN"
44,"DISODIUM DIHYDROGEN PYROPHOSPHATE","SYN"
44,"DISODIUM PYROPHOSPHATE","SYN"
44,"H5WVD9LZUD","UNII"
44,"SODIUM ACID PYROPHOSPHATE","PT"
46,"1Q73Q2JULR","UNII"
46,"68538UP9SE","UNII"
46,"ANHYDROUS SODIUM CITRATE","SYN"
46,"ANHYDROUS TRISODIUM CITRATE","PT"
46,"ANTICOAGULANT SODIUM CITRATE","SYN"
46,"ANTICOAGULANT SODIUM CITRATE SOLUTION","SYN"
46,"B22547B95K","UNII"
46,"CITROFLUYL","SYN"
46,"CITROSODINE","SYN"
46,"MONOSODIUM CITRATE","PT"
46,"MONOSODIUM CITRATE ANHYDROUS","SYN"
46,"MONOSODIUM DIHYDROGEN CITRATE","SYN"
46,"NATROCITRAL","SYN"
46,"RS7A450LGA","UNII"
46,"SODIUM CITRATE","SYN"
46,"SODIUM CITRATE ANHYDROUS","SYN"
46,"SODIUM CITRATE DIHYDRATE","SYN"
46,"SODIUM CITRATE HYDRATE","SYN"
46,"SODIUM CITRATE HYDROUS","SYN"
46,"SODIUM CITRATE IN SOLUTION","SYN"
46,"SODIUM CITRATE MONOBASIC","SYN"
46,"SODIUM CITRATE, UNSPECIFIED FORM","PT"
46,"SODIUM DIHYDROGEN CITRATE","SYN"
46,"TRISODIUM CITRATE","SYN"
46,"TRISODIUM CITRATE DIHYDRATE","PT"
46,"TRISODIUM-CITRATE","SYN"
47,"F5WR8N145C","UNII"
47,"FDY-5301","SYN"
47,"SODIUM IODIDE","PT"
48,"COMPOUND SOLUTION OF SODIUM LACTATE","SYN"
48,"NATRUM LACTICUM","SYN"
48,"SODIUM 2-HYDROXYPROPANOATE","SYN"
48,"SODIUM DL-LACTATE","SYN"
48,"SODIUM LACTATE","PT"
48,"SODIUM LACTATE SOLUTION","SYN"
48,"TU7HW0W0QT","UNII"
50,"ALYSINE","SYN"
50,"ENTEROSALICYL","SYN"
50,"KERASALICYL","SYN"
50,"MONOSODIUM SALICYLATE","SYN"
50,"NATRUM SALICYLICUM","SYN"
50,"SALICYLATE SODIUM","SYN"
50,"SALICYLIC ACID SODIUM SALT","SYN"
50,"SODIUM SALICYLATE","PT"
50,"WIQ1H85SYP","UNII"
51,"01S2G2C1E4","UNII"
51,"06XEA2VD56","UNII"
51,"0W8RRI5W5A","UNII"
51,"58O7V09UCI","UNII"
51,"6LUM696811","UNII"
51,"6O92ICV9RU","UNII"
51,"6W9PS8B71J","UNII"
51,"77K6Z421KU","UNII"
51,"AEC PEG-6 SORBITAN OLEATE","SYN"
51,"AEC SORBITAN ISOSTEARATE","SYN"
51,"ANHYDROSORBITOL MONOISOSTEARATE","SYN"
51,"ANHYDROSORBITOL MONOLAURATE","SYN"
51,"ANHYDROSORBITOL MONOOLEATE","SYN"
51,"ANHYDROSORBITOL MONOSTEARATE","SYN"
51,"ANHYDROSORBITOL TRIOLEATE","SYN"
51,"ANHYDROSORBITOL TRISTEARATE","SYN"
51,"ARLACEL 40","SYN"
51,"ARLACEL 60","SYN"
51,"ARLACEL 80","SYN"
51,"ARLACEL 85","SYN"
51,"KOSTERAN-I/1","SYN"
51,"LIPSORB S","SYN"
51,"MDL271E3GR","UNII"
51,"MEGATAN 20","SYN"
51,"MONTANE 70","SYN"
51,"NIKKOL SI-10R","SYN"
51,"NIKKOL SI-10T","SYN"
51,"NIKKOL TO-106","SYN"
51,"NIKKOL TO-106V","SYN"
51,"NVZ4I0H58X","UNII"
51,"OMNIPON SMI","SYN"
51,"PEG-6 SORBITAN OLEATE","PT"
51,"POLYETHYLENE GLYCOL 300 SORBITAN MONOOLEATE","SYN"
51,"QE6F49RPJ1","UNII"
51,"SORBITAN","PT"
51,"SORBITAN ISOSTEARATE","PT"
51,"SORBITAN LAURATE","SYN"
51,"SORBITAN MONOISOSTEARATE","SYN"
51,"SORBITAN MONOLAURATE","PT"
51,"SORBITAN MONOOLEATE","PT"
51,"SORBITAN MONO-OLETAE","SYN"
51,"SORBITAN MONOPALMITATE","PT"
51,"SORBITAN MONOSTEARATE","PT"
51,"SORBITAN OLEATE","SYN"
51,"SORBITAN OLIVATE","PT"
51,"SORBITAN PALMITATE","SYN"
51,"SORBITAN SESQUIOLEATE","PT"
51,"SORBITAN STEARATE","SYN"
51,"SORBITAN TRIOLEATE","PT"
51,"SORBITAN TRISTEARATE","PT"
51,"SPAN 120","SYN"
51,"SPAN 20","SYN"
51,"SPAN 40","SYN"
51,"SPAN 60","SYN"
51,"SPAN 65","SYN"
51,"SPAN 80","SYN"
51,"SPAN 85","SYN"
51,"SPAN85","SYN"
51,"SPAN-85","SYN"
52,"1394NXB9L6","UNII"
52,"1DI56QDM62","UNII"
52,"241ATL177A","UNII"
52,"71B37NR06D","UNII"
52,"A2M91M918C","UNII"
52,"AE-SOYBEAN","SYN"
52,"ALCOLEC BS","SYN"
52,"ALLERGENIC EXTRACT- SOYBEAN GLYCINE SOJA","SYN"
52,"BLACK BEAN","SYN"
52,"CARGILL 23765","SYN"
52,"CQD833204Z","UNII"
52,"DA DOU JUAN","SYN"
52,"DOLICHOS SOJA SEED","SYN"
52,"DOLICHOS SOJA SEED OIL","SYN"
52,"E-479","SYN"
52,"FG54K98L0Q","UNII"
52,"GENEROL 122 N E10","SYN"
52,"GLYCINE ANGUSTIFOLIA SEED","SYN"
52,"GLYCINE ANGUSTIFOLIA SEED OIL","SYN"
52,"GLYCINE GRACILIS SEED","SYN"
52,"GLYCINE GRACILIS SEED OIL","SYN"
52,"GLYCINE HISPIDA SEED","SYN"
52,"GLYCINE HISPIDA SEED OIL","SYN"
52,"GLYCINE MAX PHOSPHOLIPIDS","SYN"
52,"GLYCINE MAX SEED","SYN"
52,"GLYCINE MAX SEED OIL","SYN"
52,"GLYCINE MAX SEED PROTEIN","SYN"
52,"GLYCINE MAX SEED STEROL","SYN"
52,"GLYCINE SOJA SEED","SYN"
52,"H1109Z9J4N","UNII"
52,"HBA528N3PW","UNII"
52,"HEIDOU","SYN"
52,"HYDROGENATED GLYCINE MAX PHOSPHOLIPIDS","SYN"
52,"HYDROGENATED LECITHIN SOYBEAN","SYN"
52,"HYDROGENATED SOY LECITHIN","SYN"
52,"HYDROGENATED SOY PHOSPHOLIPIDS","SYN"
52,"HYDROGENATED SOYA BEAN OIL","SYN"
52,"HYDROGENATED SOYA PHOSPHOLIPIDS","SYN"
52,"HYDROGENATED SOYBEAN LECITHIN","PT"
52,"HYDROGENATED SOYBEAN OIL","PT"
52,"HYDROGENATED SOYBEAN PHOSPHOLIPIDS","SYN"
52,"HYDROLYZED SOY PROTEIN (ENZYMATIC; 2000 MW)","PT"
52,"INS NO.479","SYN"
52,"INS-479","SYN"
52,"ISOLATED SOY PROTEIN","SYN"
52,"L7HT8F1ZOD","UNII"
52,"LECITHIN, SOYBEAN","PT"
52,"LP 400S","SYN"
52,"LUBRIWAX 102H","SYN"
52,"LYSOPHOSPHATIDYLCHOLINE, SOYBEAN","PT"
52,"NATURA SHIELD ASW 220","SYN"
52,"NOVASOY","SYN"
52,"PEG-10 SOY STEROL","PT"
52,"PEG-10 SOYA STEROL","SYN"
52,"PHALSEOLUS MAX SEED","SYN"
52,"PHALSEOLUS MAX SEED OIL","SYN"
52,"PHASEOLUS MAX SEED","SYN"
52,"PHASEOLUS MAX SEED OIL","SYN"
52,"PL360EPO9J","UNII"
52,"POLYCERIN HYDRO RD 907","SYN"
52,"POLYETHYLENE GLYCOL 500 SOY STEROL","SYN"
52,"R44IWB3RN5","UNII"
52,"REFINED SOY STEROL","SYN"
52,"SOJA ANGUSTIFOLIA SEED","SYN"
52,"SOJA ANGUSTIFOLIA SEED OIL","SYN"
52,"SOJA HISPIDA SEED","SYN"
52,"SOJA HISPIDA SEED OIL","SYN"
52,"SOJA JAPONICA SEED","SYN"
52,"SOJA JAPONICA SEED OIL","SYN"
52,"SOJA MAX SEED","SYN"
52,"SOJA MAX SEED OIL","SYN"
52,"SOJA SOJA SEED","SYN"
52,"SOJA SOJA SEED OIL","SYN"
52,"SOJA VIRIDIS SEED","SYN"
52,"SOJA VIRIDIS SEED OIL","SYN"
52,"SOJAE SEMEN NIGRUM","SYN"
52,"SOLEC 8160","SYN"
52,"SOLGEN 40","SYN"
52,"SOY ACID","PT"
52,"SOY BEAN SEED","SYN"
52,"SOY FLOUR","SYN"
52,"SOY ISOFLAVONES","PT"
52,"SOY LECITHIN","SYN"
52,"SOY LECITHINS","SYN"
52,"SOY NUT","SYN"
52,"SOY PHOSPHATIDES","SYN"
52,"SOY PHOSPHOLIPIDS","SYN"
52,"SOY PROTEIN","PT"
52,"SOY PROTEIN CONCENTRATE","SYN"
52,"SOY PROTEIN ISOLATE","SYN"
52,"SOY PROTEINS","SYN"
52,"SOY STEROL","PT"
52,"SOY STORY","SYN"
52,"SOYA","SYN"
52,"SOYA ACID","SYN"
52,"SOYA BEAN","SYN"
52,"SOYA BEAN OIL","SYN"
52,"SOYA BEAN SEED OIL","SYN"
52,"SOYA FLOUR","SYN"
52,"SOYA LECITHIN","SYN"
52,"SOYA LECITHINS","SYN"
52,"SOYA OIL","SYN"
52,"SOYA PHOSPHOLIPIDS","SYN"
52,"SOYA PROTEIN","SYN"
52,"SOYA STEROL","SYN"
52,"SOYABEAN","SYN"
52,"SOYA-BEAN","SYN"
52,"SOYBEAN","PT"
52,"SOYBEAN ALLERGENIC EXTRACT","SYN"
52,"SOYBEAN FLOUR","SYN"
52,"SOYBEAN ISOFLAVONES","SYN"
52,"SOYBEAN ISOFLAVOUES","SYN"
52,"SOYBEAN LECITHIN","SYN"
52,"SOYBEAN LECITHINS","SYN"
52,"SOYBEAN MEAL","SYN"
52,"SOYBEAN OIL","PT"
52,"SOYBEAN OIL FATTY ACIDS","SYN"
52,"SOYBEAN PHOSPHOLIPIDS","SYN"
52,"SOYBEAN PREPARATION","SYN"
52,"SOYBEAN PROTEIN","SYN"
52,"SOYBEAN SEED OIL","SYN"
52,"SOYBEAN SPROUT EXTRACT","SYN"
52,"SOYBEAN STEROL","SYN"
52,"SOYBEANS","SYN"
52,"soy-lecithin","SYN"
52,"SOYSTEROL","SYN"
52,"STEROL","SYN"
52,"STEROTEX HM","SYN"
52,"TOSOM","SYN"
52,"YOUNG SOYBEAN SPROUTS","SYN"
54,"47VY054OXY","UNII"
54,"4VON5FNS3C","UNII"
54,"65OE787Q7W","UNII"
54,"ACETONE SODIUM BISULFITE","PT"
54,"ACETONE SODIUM BISULPHITE","SYN"
54,"ANHYDROUS SODIUM SULPHITE","SYN"
54,"DISODIUM DITHIONATE","SYN"
54,"DISODIUM PENTAOXODISULFATE","SYN"
54,"DISODIUM PYROSULFITE","SYN"
54,"DISODIUM PYROSULPHITE","SYN"
54,"DISODIUM SULFITE","SYN"
54,"E-224","SYN"
54,"FERTISILO","SYN"
54,"INS-224","SYN"
54,"MONOSODIC SULPHITE","SYN"
54,"NATRUM SULPHUROSUM","SYN"
54,"POTASSIUM BISULFITE","PT"
54,"POTASSIUM BISULPHITE","SYN"
54,"POTASSIUM DISULFITE","SYN"
54,"POTASSIUM METABISULFITE","PT"
54,"POTASSIUM METABISULPHITE","SYN"
54,"POTASSIUM PENTAOXODISULFATE","SYN"
54,"POTASSIUM PYROSULFITE","SYN"
54,"QJK5LO891P","UNII"
54,"RPF7Z41GAW","UNII"
54,"SOBISU","SYN"
54,"SODIUM ACETONE BISULFITE","SYN"
54,"SODIUM BISULFITE","PT"
54,"SODIUM BISULPHITE","SYN"
54,"SODIUM DITHIONATE","PT"
54,"SODIUM HYDROGEN SULFITE","SYN"
54,"SODIUM HYDROGEN SULPHITE","SYN"
54,"SODIUM HYPOSULFATE","SYN"
54,"SODIUM HYPOSULPHATE","SYN"
54,"SODIUM METABISULFATE","SYN"
54,"SODIUM METABISULFITE","PT"
54,"SODIUM METABISULPHITE","SYN"
54,"SODIUM PYROSULFITE","SYN"
54,"SODIUM PYROSULPHITE","SYN"
54,"SODIUM SULFITE","PT"
54,"SODIUM SULFITE ANHYDROUS","SYN"
54,"SODIUM SULPHITE","SYN"
54,"SODIUM SULPHITE ANHYDROUS","SYN"
54,"TZX5469Z6I","UNII"
54,"VTK01UQK3G","UNII"
55,"0UZA3422Q4","UNII"
55,"SULFUR DIOXIDE","PT"
55,"SULFUROUS ANHYDRIDE","SYN"
55,"SULFUROUS OXIDE","SYN"
55,"SULFUROXIDE","SYN"
55,"SULPHUR DIOXIDE","SYN"
56,"ACID YELLOW 23","SYN"
56,"ACID YELLOW 23 ALUMINUM LAKE","SYN"
56,"C.I. 19140","SYN"
56,"CI 19140","SYN"
56,"CI FOOD YELLOW 4","SYN"
56,"D&C YELLOW NO. 5","SYN"
56,"D&C YELLOW NO. 5 CFR","SYN"
56,"D&C YELLOW NO. 5-ALUMINUM LAKE","SYN"
56,"DYE DC YELLOW NO. 5","SYN"
56,"DYE FDC YELLOW NO. 5","SYN"
56,"DYE FDC YELLOW NO. 5 ALUMINIUM LAKE","SYN"
56,"DYE LEMON YELLOW","SYN"
56,"DYE YELLOW NO. 5 ALUMINIUM LAKE","SYN"
56,"E102","SYN"
56,"F D & C YELLOW NO. 5","SYN"
56,"FD&C YELLOW 5","SYN"
56,"FD&C YELLOW NO. 5","PT"
56,"FD&C YELLOW NO. 5 ALUMINUM LAKE","PT"
56,"FDC YELLOW NO. 5","SYN"
56,"FDC YELLOW NO. 5-ALUMINUM LAKE","SYN"
56,"FOOD YELLOW NO. 4 ALUMINUM LAKE","SYN"
56,"I753WB2F1M","UNII"
56,"JQ6BLH9FR7","UNII"
56,"KI4","SYN"
56,"PIGMENT YELLOW 100","SYN"
56,"TARTRAZINE","SYN"
56,"TARTRAZINE ALUMINUM LAKE","SYN"
56,"YELLOW 5","SYN"
56,"YELLOW D&C NO. 5","SYN"
56,"YELLOW D&C NO. 5 CFR","SYN"
56,"YELLOW FD&C 5","SYN"
56,"YELLOW FD&C NO. 5","SYN"
56,"YELLOW FD&C NO. 5 ALUMINUM LAKE","SYN"
58,"9O3K93S3TK","UNII"
58,"R297UJ9QDY","UNII"
58,"TEA-HYDROCHLORIDE","SYN"
58,"TRIETHANOL AMMONIUM CHLORIDE","SYN"
58,"TRIETHANOLAMINE","SYN"
58,"TRIETHANOLAMINE HYDROCHLORIDE","SYN"
58,"TROLAMINE","PT"
58,"TROLAMINE HYDROCHLORIDE","PT"
59,"856YO1Z64F","UNII"
59,"AE-TURMERIC","SYN"
59,"ALLERGENIC EXTRACT- TURMERIC CURCUMA LONGA","SYN"
59,"AMOMUM CURCUMA ROOT","SYN"
59,"CURCUMA BROG ROOT","SYN"
59,"CURCUMA DOMESTICA EXTRACT","SYN"
59,"CURCUMA DOMESTICA ROOT","SYN"
59,"CURCUMA EUCHROMA ROOT","SYN"
59,"CURCUMA LONGA","SYN"
59,"CURCUMA LONGA EXTRACT","SYN"
59,"CURCUMA LONGA RHIZOME","SYN"
59,"CURCUMA LONGA RHIZOME EXTRACT","SYN"
59,"CURCUMA LONGA ROOT","SYN"
59,"CURCUMA LONGA ROOT DRY EXTRACT","SYN"
59,"CURCUMA LONGA ROOT EXTRACT","SYN"
59,"CURCUMA LONGA ROOT TUBER","SYN"
59,"CURCUMA MONTANA ROOT","SYN"
59,"CURCUMA OCHRORHIZA ROOT","SYN"
59,"CURCUMA SOLOENSIS ROOT","SYN"
59,"CURCUMA VIRIDIFLORA ROOT","SYN"
59,"CURCUMAE LONGAE RHIZOMA","SYN"
59,"HALDI ROOT","SYN"
59,"HARIDRA ROOT","SYN"
59,"INDIAN SAFFRON ROOT","SYN"
59,"JIANGHUANG","SYN"
59,"KUA DOMESTICA ROOT","SYN"
59,"STISSERA CURCUMA ROOT","SYN"
59,"STISSERA LONGA ROOT","SYN"
59,"TURMERIC","PT"
59,"TURMERIC EXTRACT","SYN"
59,"TURMERIC ROOT","SYN"
59,"TURMERIC ROOT EXTRACT","SYN"
59,"TURMERIC ROOT POWDER","SYN"
59,"YELLOW GINGER ROOT","SYN"
59,"YU JIN","SYN"
60,"4J2I0SN84Y","UNII"
60,"79QS2MG2LP","UNII"
60,"AE-WHEAT FLOUR","SYN"
60,"AKABOTAN","SYN"
60,"ALLERGENIC EXTRACT- WHEAT FLOUR","SYN"
60,"FLOATING LITTLE WHEAT","SYN"
60,"FLOURS","SYN"
60,"GLU-X","SYN"
60,"HYDROLYZED WHEAT PROTEIN (ENZYMATIC; 3000 MW)","PT"
60,"HYDROTRITICUM 2000","SYN"
60,"HYDROTRITICUM 2000 POWDER","SYN"
60,"J2S07SB0YL","UNII"
60,"LIGHT WHEAT GRAIN","SYN"
60,"LITTLE WHEAT","SYN"
60,"SOFTASILK","SYN"
60,"STARCH, WHEAT","PT"
60,"TRITICI AESTIVI LEVIS SEMEN","SYN"
60,"TRITICI FRUCTUS","SYN"
60,"TRITICUM AESTIVUM FRUIT","SYN"
60,"TRITICUM AESTIVUM GRAIN","SYN"
60,"TRITICUM AESTIVUM RIPE FRUIT","SYN"
60,"TRITICUM AESTIVUM SEED","SYN"
60,"WHEAT","PT"
60,"WHEAT DEXTRIN","SYN"
60,"WHEAT FLOUR","SYN"
60,"WHEAT STARCH","SYN"
60,"WHOLE WHEAT ALLERGENIC EXTRACT","SYN"
60,"XIAO MAI","SYN"
65,"ALCOHOL","NEW"
65,"DEHYDRATED ALCOHOL","NEW"
65,"ETHANOL, 2-(2-((4-((2-BROMO-4,6-DINITROPHENYL)AZO)-1-NAPHTHALENYL)AMINO)ETHOXY)-, ACETATE (ESTER)","PT"
65,"ETHANOL","NEW"
65,"LSY1FK13BQ","UNII"
66,"2-ALLPHENOL","SYN"
66,"339NCG44TV","UNII"
66,"3-CRESOL","SYN"
66,"3-HYDROXYTOLUENE","SYN"
66,"3-METHYLPHENOL","SYN"
66,"CARBOLIC ACID","SYN"
66,"CARBOLICUM ACIDUM","SYN"
66,"CRESOL","PT"
66,"CRESOLUM","SYN"
66,"CRESYLIC ACID","SYN"
66,"GF3CGH8D7Z","UNII"
66,"GGO4Y809LO","UNII"
66,"LIQUEFIED PHENOL","SYN"
66,"LIQUIFIED PHENOL","SYN"
66,"M-CRESOL","SYN"
66,"M-CRESYLIC ACID","SYN"
66,"METACRESOL","PT"
66,"META-CRESOL","SYN"
66,"METHYLPHENOL","SYN"
66,"MIXED CRESOLS","SYN"
66,"M-KRESOL","SYN"
66,"M-METHYLPHENOL","SYN"
66,"MONOHYDROXYBENZENE","SYN"
66,"PHENIC ACID","SYN"
66,"PHENOL","PT"
66,"PHENYL ALCOHOL","SYN"
66,"PHENYL HYDROXIDE","SYN"
66,"PHENYLIC ALCOHOL","SYN"
66,"TRICRESOL","SYN"
67,"CALCAREA MURIATICA","SYN"
67,"CALCIUM CHLORIDE","PT"
67,"CALCIUM CHLORIDE DIHYDRATE","SYN"
67,"M4I0D6VV5M","UNII"
68,"8MDF5V39QO","UNII"
68,"BAKING SODA","SYN"
68,"BICARBONATE OF SODA","SYN"
68,"CARBONIC ACID MONOSODIUM SALT","SYN"
68,"GENITRON TP-BCH 51051","SYN"
68,"HYDROCEROL ESC 5671","SYN"
68,"MONOSODIUM CARBONATE","SYN"
68,"NABIC","SYN"
68,"NATRUM BICARBONICUM","SYN"
68,"SODIUM ACID CARBONATE","SYN"
68,"SODIUM BICARBONATE","PT"
68,"SODIUM BICARBONATE ANHYDROUS","SYN"
68,"SODIUM HYDROGEN CARBONATE","SYN"
68,"SODIUM-BICARBONATE","SYN"
69,"1-HYDROXYETHANE","SYN"
69,"3K9958V90M","UNII"
69,"ABLYSINOL","SYN"
69,"ALCOHOL","PT"
69,"ALCOHOL ANHYDROUS","SYN"
69,"ALCOHOL DENAT.","SYN"
69,"ALCOHOL DENATURED","SYN"
69,"ANHYDROUS ETHANOL","SYN"
69,"DEHYDRATED ALCOHOL","SYN"
69,"DEHYDRATED ETHANOL","SYN"
69,"EDIBLE ALCOHOL","SYN"
69,"ETHANOL","SYN"
69,"ETHYL ALCOHOL","SYN"
69,"ETHYL ALCOHOL & WATER","SYN"
69,"ETHYL ALCOHOL AND WATER","SYN"
69,"ETHYLICUM","SYN"
69,"GRAIN ALCOHOL","SYN"
69,"TECSOL","SYN"
69,"VODKA","SYN"
70,"POLYISOBUTYLENE (800000 MW)","PT"
70,"POLYISOBUTYLENE 178-236","SYN"
70,"Y132ZOQ9H7","UNII"
73,"5SL0G7R0OK","UNII"
73,"ANHYDROUS DEXTROSE","PT"
73,"ANHYDROUS GLUCOSE","SYN"
73,"DEXTRATES","PT"
73,"DEXTROSE","SYN"
73,"DEXTROSE ANHYDROUS","SYN"
73,"DEXTROSE HYDROUS","SYN"
73,"DEXTROSE MONOHYDRATE","PT"
73,"DEXTROSE SOLUTION","SYN"
73,"DEXTROSE, UNSPECIFIED FORM","PT"
73,"DEXTRATES HYDRATED","NEW"
73,"D-GLUCOSE","SYN"
73,"D-GLUCOSE MONOHYDRATE","SYN"
73,"DIANEAL PD-1","SYN"
73,"DIANEAL PD-2","SYN"
73,"E1200","SYN"
73,"EMDEX","SYN"
73,"G263MI44RU","UNII"
73,"GLUCOSE","SYN"
73,"GLUCOSE ANHYDROUS","SYN"
73,"GLUCOSE HYDRATE","SYN"
73,"GLUCOSE MONOHYDRATE","SYN"
73,"GRAPE SUGAR","SYN"
73,"INSTA-GLUCOSE","SYN"
73,"IY9XDZ35W2","UNII"
73,"LIQUID GLUCOSE","SYN"
73,"LITESSE","SYN"
73,"LITESSE III SYRUP","SYN"
73,"LITESSE ULTRA","SYN"
73,"LX22YL083G","UNII"
73,"MODIFIED POLYDEXTROSES","SYN"
73,"POLYDEXTROSE","PT"
73,"POLYDEXTROSE A","SYN"
73,"POLYDEXTROSE F","SYN"
73,"POLYDEXTROSE SOLUTION","SYN"
73,"POLYDEXTROSE-K","SYN"
73,"POLYDEXTROSES-1200","SYN"
73,"STA-LITE","SYN"
73,"VH2XOU12IE","UNII"
83,"05Q7CD0E49","UNII"
83,"114S1GA41U","UNII"
83,"274KW0O50M","UNII"
83,"33X4X4B90S","UNII"
83,"3H18P0UK73","UNII"
83,"3OSQ643ZK5","UNII"
83,"81H2R5AOH3","UNII"
83,"8M707QY5GH","UNII"
83,"ACETYLATED SUCROSE DISTEARATE","PT"
83,"BEET SUGAR","SYN"
83,"C151H8M554","UNII"
83,"CANE SUGAR","SYN"
83,"CANE SUGAR STEARATE","SYN"
83,"COSME C 1616","SYN"
83,"CRODESTA F-10","SYN"
83,"CRODESTA F160","SYN"
83,"CRODESTA SL 40","SYN"
83,"D-SUCROSE","SYN"
83,"E444","SYN"
83,"E-444","SYN"
83,"ESTER S 770","SYN"
83,"FROST SUGAR","SYN"
83,"GRILLOTEN LSE 65K","SYN"
83,"GRILLOTEN LSE 87K","SYN"
83,"H5KI1C3YTV","UNII"
83,"MICROSE","SYN"
83,"NITTO ESTER P 1570","SYN"
83,"NITTO ESTER P 1670","SYN"
83,"PALMITIC ACID SUCROSE MONOESTER","SYN"
83,"PALMITIC SUCROSE MONOESTER","SYN"
