"NDC11","HICSEQNO","ReportedInactiveID","Note"
"60760063730","002432",24,""
"60760064290","002537",169,""
"60760064330","002537",169,""
"60760064390","002537",169,""
"60760064420","002537",169,""
"60760064530","002432",24,""
"60760064590","002432",24,""
"60760064630","002272",28,""
"60760064630","002537",169,""
"60760065120","002432",24,""
"60760065360","002332",46,""
"60760065360","002432",24,""
"60760066414","",0,"No Inactive Ingredients Reported"
"60760066440","",0,"No Inactive Ingredients Reported"
"60760067610","",0,"No Inactive Ingredients Reported"
"60760067620","",0,"No Inactive Ingredients Reported"
"60760067830","002432",24,""
"60760067830","010138",14,""
"60760067930","002432",24,""
"60760068830","002432",24,""
"60760068830","011039",45,""
"60760069404","002432",24,""
"60760069415","002432",24,""
"60760069490","002432",24,""
"60760070030","002549",98,""
"60760070030","010143",16,""
"60760070030","013405",52,""
"60760070790","002432",24,""
"60760070890","002432",24,""
"60760070930","002432",24,""
"60760071230","002432",24,""
"60760071260","002432",24,""
"60760071330","002432",24,""
"60760071330","002537",169,""
"60760071360","002432",24,""
"60760071360","002537",169,""
"60760071512","002432",24,""
"60760071521","002432",24,""
"60760071904","002432",24,""
"60760071915","002432",24,""
"60760072860","002432",24,""
"60760073607","",0,"No Inactive Ingredients Reported"
"60760073660","",0,"No Inactive Ingredients Reported"
"60760077028","002537",169,""
"60760077028","010143",16,""
"60760077030","002537",169,""
"60760077030","010143",16,""
"60760077040","002537",169,""
"60760077040","010143",16,""
"60760077060","002537",169,""
"60760077060","010143",16,""
"60760077209","002432",24,""
"60760077209","002537",169,""
"60760077220","002432",24,""
"60760077220","002537",169,""
"60760077230","002432",24,""
"60760077230","002537",169,""
"60760077250","002432",24,""
"60760077250","002537",169,""
"60760077260","002432",24,""
"60760077260","002537",169,""
"60760077290","002432",24,""
"60760077290","002537",169,""
"60760077330","002432",24,""
"60760077360","002432",24,""
"60760077730","002432",24,""
"60760077730","011039",45,""
"60760078204","002432",24,""
"60760078215","002432",24,""
"60760078290","002432",24,""
"60760078390","002549",98,""
"60760078490","002432",24,""
"60760078630","002432",24,""
"60760078630","002537",169,""
"60760078690","002432",24,""
"60760078690","002537",169,""
"60760078790","002537",169,""
"60760079012","002432",24,""
"60760079021","002432",24,""
"60760080090","002432",24,""
"60760080090","002537",169,""
"60760080090","010138",14,""
"60760080301","002537",169,""
"60760080301","010141",15,""
"60760080630","",0,"No Inactive Ingredients Reported"
"60760080660","",0,"No Inactive Ingredients Reported"
"60760080806","013405",52,""
"60760081030","002432",24,""
"60760081060","002432",24,""
"60760081460","002549",98,""
"60760081490","002549",98,""
"60760081510","002537",169,""
"60760081520","002537",169,""
"60760081530","002537",169,""
"60760081690","002432",24,""
"60760081690","002537",169,""
"60760081690","002549",98,""
"60760081690","010138",14,""
"60760081690","010141",15,""
"60760081690","010143",16,""
"60760081860","002549",98,""
"60760082330","002432",24,""
"60760082330","002537",169,""
"60760082330","002549",98,""
"60760082330","010138",14,""
"60760082360","002432",24,""
"60760082360","002537",169,""
"60760082360","002549",98,""
"60760082360","010138",14,""
"60760082415","002432",24,""
"60760082415","002537",169,""
"60760082415","002549",98,""
"60760082430","002432",24,""
"60760082430","002537",169,""
"60760082430","002549",98,""
"60760082460","002432",24,""
"60760082460","002537",169,""
"60760082460","002549",98,""
"60760082930","002432",24,""
"60760086807","002537",169,""
"60760086807","002549",98,""
"60760086807","002598",83,""
"60760086830","002537",169,""
"60760086830","002549",98,""
"60760086830","002598",83,""
"60760086890","002537",169,""
"60760086890","002549",98,""
"60760086890","002598",83,""
"60760090390","002432",24,""
"60760091850","",0,"No Inactive Ingredients Reported"
"60760092220","",0,"No Inactive Ingredients Reported"
"60760093221","002432",24,""
"60760094124","000915",73,""
"60760094124","002432",24,""
"60760095930","002432",24,""
"60760095930","002549",98,""
"60760095930","010138",14,""
"60760095930","010141",15,""
"60760096890","002272",28,""
"60760097230","002272",28,""
"60760097360","002537",169,""
"60760097560","002537",169,""
"60760097590","002537",169,""
"60760097930","002432",24,""
"60760097930","006364",26,""
"60760097930","013405",52,""
"60762011308","002468",39,""
"60762011308","010143",16,""
"60793011501","002549",98,""
"60793011501","002598",83,""
"60793011601","002549",98,""
"60793011601","002598",83,""
"60793011701","002549",98,""
"60793011701","002598",83,""
"60793013001","002332",46,""
"60793013001","002537",169,""
"60793013010","002332",46,""
"60793013010","002537",169,""
"60793013101","002332",46,""
"60793013101","002537",169,""
"60793013110","002332",46,""
"60793013110","002537",169,""
"60793020505","002272",28,""
"60793021505","002272",28,""
"60793021720","002272",28,""
"60793021721","002272",28,""
"60793021722","002272",28,""
"60793021809","009283",1,""
"60793022109","009283",1,""
"60793031501","002272",28,""
"60793031701","002272",28,""
"60793060002","002332",46,""
"60793060002","002537",169,""
"60793060002","013405",52,""
"60793060010","002332",46,""
"60793060010","002537",169,""
"60793060010","013405",52,""
"60793060102","002332",46,""
"60793060102","002537",169,""
"60793060102","013405",52,""
"60793060110","002332",46,""
"60793060110","002537",169,""
"60793060110","013405",52,""
"60793060202","002332",46,""
"60793060202","002537",169,""
"60793060210","002332",46,""
"60793060210","002537",169,""
"60793070001","002332",46,""
"60793070001","002537",169,""
"60793070001","003203",33,""
"60793070001","013405",52,""
"60793070010","002332",46,""
"60793070010","002537",169,""
"60793070010","003203",33,""
"60793070010","013405",52,""
"60793070102","002332",46,""
"60793070102","002537",169,""
"60793070102","003203",33,""
"60793070102","013405",52,""
"60793070110","002332",46,""
"60793070110","002537",169,""
"60793070110","003203",33,""
"60793070110","013405",52,""
"60793070204","002332",46,""
"60793070204","002537",169,""
"60793070204","003203",33,""
"60793070204","013405",52,""
"60793070210","002332",46,""
"60793070210","002537",169,""
"60793070210","003203",33,""
"60793070210","013405",52,""
"60793070505","002272",28,""
"60793085001","010143",16,""
"60793085001","011039",45,""
"60793085010","010143",16,""
"60793085010","011039",45,""
"60793085101","011039",45,""
"60793085110","011039",45,""
"60793085201","010138",14,""
"60793085201","010141",15,""
"60793085201","011039",45,""
"60793085210","010138",14,""
"60793085210","010141",15,""
"60793085210","011039",45,""
"60793085301","010138",14,""
"60793085301","010143",16,""
"60793085301","011039",45,""
"60793085310","010138",14,""
"60793085310","010143",16,""
"60793085310","011039",45,""
"60793085401","010143",16,""
"60793085401","011039",45,""
"60793085410","010143",16,""
"60793085410","011039",45,""
"60793085501","010141",15,""
"60793085501","010143",16,""
"60793085501","011039",45,""
"60793085510","010141",15,""
"60793085510","010143",16,""
"60793085510","011039",45,""
"60793085601","010141",15,""
"60793085601","010143",16,""
"60793085601","011039",45,""
"60793085610","010141",15,""
"60793085610","010143",16,""
"60793085610","011039",45,""
"60793085701","010138",14,""
"60793085701","011039",45,""
"60793085710","010138",14,""
"60793085710","011039",45,""
"60793085801","010138",14,""
"60793085801","010141",15,""
"60793085801","011039",45,""
"60793085810","010138",14,""
"60793085810","010141",15,""
"60793085810","011039",45,""
"60793085901","010138",14,""
"60793085901","010143",16,""
"60793085901","011039",45,""
"60793085910","010138",14,""
"60793085910","010143",16,""
"60793085910","011039",45,""
"60793086001","010141",15,""
"60793086001","010143",16,""
"60793086001","011039",45,""
"60793086010","010141",15,""
"60793086010","010143",16,""
"60793086010","011039",45,""
"60842000202","",0,"No Inactive Ingredients Reported"
"60842002101","006300",54,""
"60842002201","006300",54,""
"60842002301","006300",54,""
"60846023201","002432",24,""
"60846023201","002537",169,""
"60846080101","002432",24,""
"60846080101","010143",16,""
"60846080201","002432",24,""
"60846080301","002432",24,""
"60846080301","010138",14,""
"60846080301","010141",15,""
"60846080401","002432",24,""
"60846080401","010138",14,""
"60846080401","010143",16,""
"60846080501","002432",24,""
"60846080501","010143",16,""
"60846080601","002432",24,""
"60846080601","010141",15,""
"60846080701","002432",24,""
"60846080701","010138",14,""
"60846080701","010141",15,""
"60846080701","010143",16,""
"60846080801","002432",24,""
"60846080801","010138",14,""
"60846080901","002432",24,""
"60846080901","010138",14,""
"60846081001","002432",24,""
"60846081001","010138",14,""
"60846081001","010141",15,""
"60846081101","002432",24,""
"60846081101","010141",15,""
"60846081201","002432",24,""
"60846081201","010138",14,""
"60846081201","010143",16,""
"60846238303","002432",24,""
"60846238404","002432",24,""
"60913000601","",0,"No Inactive Ingredients Reported"
"60913000702","",0,"No Inactive Ingredients Reported"
"60913000801","",0,"No Inactive Ingredients Reported"
"60913000902","",0,"No Inactive Ingredients Reported"
"60913001702","",0,"No Inactive Ingredients Reported"
"60913001802","",0,"No Inactive Ingredients Reported"
"60923022702","",0,"No Inactive Ingredients Reported"
"60923028410","",0,"No Inactive Ingredients Reported"
"60923036302","",0,"No Inactive Ingredients Reported"
"60923046502","",0,"No Inactive Ingredients Reported"
"60951060270","002537",169,""
"60951060285","002537",169,""
"60951070070","002537",169,""
"60951070070","010143",16,""
"60951070170","002537",169,""
"60951070170","010141",15,""
"60951071270","002537",169,""
"60951071270","010143",16,""
"60977014101","",0,"No Inactive Ingredients Reported"
"60977014127","",0,"No Inactive Ingredients Reported"
"61010560002","",0,"No Inactive Ingredients Reported"
"61145010106","002432",24,""
"61145010106","002537",169,""
"61145010109","002432",24,""
"61145010109","002537",169,""
"61145010118","002432",24,""
"61145010118","002537",169,""
"61145010206","002432",24,""
"61145010206","002537",169,""
"61145010212","002432",24,""
"61145010212","002537",169,""
"61145010218","002432",24,""
"61145010218","002537",169,""
"61168010101","003192",10,""
"61168010104","003192",10,""
"61269009473","002464",65,""
"61269009473","002468",39,""
"61269009475","002464",65,""
"61269009475","002468",39,""
"61269010534","",0,"No Inactive Ingredients Reported"
"61269010556","",0,"No Inactive Ingredients Reported"
"61269015501","002598",83,""
"61269015501","010143",16,""
"61269015601","002598",83,""
"61269015601","010143",16,""
"61269015701","002598",83,""
"61269015701","010143",16,""
"61269016150","002551",168,""
"61269016150","003203",33,""
"61269016250","002551",168,""
"61269016250","003203",33,""
"61269016350","002551",168,""
"61269016350","003203",33,""
"61269016450","002551",168,""
"61269016450","003203",33,""
"61269016550","003203",33,""
"61269016550","010141",15,""
"61269016550","010143",16,""
"61269016750","002551",168,""
"61269016750","003203",33,""
"61269017934","",0,"No Inactive Ingredients Reported"
"61269017956","",0,"No Inactive Ingredients Reported"
"61269022041","003192",10,""
"61269022041","007543",51,""
"61269022063","003192",10,""
"61269022063","007543",51,""
"61269032560","000915",73,""
"61269032560","010138",14,""
"61269032560","010143",16,""
"61269032610","",0,"No Inactive Ingredients Reported"
"61269033956","002332",46,""
"61269033956","002468",39,""
"61269033956","003203",33,""
"61269033956","007543",51,""
"61269034556","",0,"No Inactive Ingredients Reported"
"61269040260","002432",24,""
"61269040260","002549",98,""
"61269040260","010138",14,""
"61269040360","002432",24,""
"61269040360","002549",98,""
"61269040360","010138",14,""
"61269040360","010141",15,""
"61269040460","002432",24,""
"61269040460","002549",98,""
"61269040460","010141",15,""
"61269040460","010143",16,""
"61269041020","002332",46,""
"61269046090","002537",169,""
"61269046090","002549",98,""
"61269046090","010138",14,""
"61269047060","002432",24,""
"61269047512","002432",24,""
"61269052794","002468",39,""
"61269052794","002598",83,""
"61269052794","003203",33,""
"61269052794","003785",19,""
"61269052794","006331",96,""
"61269052798","002468",39,""
"61269052798","002598",83,""
"61269052798","003203",33,""
"61269052798","003785",19,""
"61269052798","006331",96,""
"61269056590","002537",169,""
"61269056590","002549",98,""
"61269056590","010138",14,""
"61269060510","002432",24,""
"61269060510","010143",16,""
"61269061010","002432",24,""
"61269061010","010138",14,""
"61269062010","002432",24,""
"61269073041","001900",163,""
"61269073041","010384",162,""
"61269073063","001900",163,""
"61269073063","010384",162,""
"61269073514","",0,"No Inactive Ingredients Reported"
"61269073542","",0,"No Inactive Ingredients Reported"
"61269073556","",0,"No Inactive Ingredients Reported"
"61269073607","010457",165,""
"61269083510","002432",24,""
"61269083510","002549",98,""
"61269083510","010138",14,""
"61269083510","010141",15,""
"61269083510","010143",16,""
"61269091060","002599",92,""
"61269091060","010138",14,""
"61269091060","010141",15,""
"61269098135","002468",39,""
"61269098135","003192",10,""
"61314001405","003785",19,""
"61314001405","009290",13,""
"61314001425","003785",19,""
"61314001425","009290",13,""
"61314001601","003141",8,""
"61314001910","002272",28,""
"61314001910","002332",46,""
"61314001910","003141",8,""
"61314003002","002272",28,""
"61314003002","002332",46,""
"61314003002","003141",8,""
"61314004475","000756",42,""
"61314004475","003125",57,""
"61314012605","003141",8,""
"61314012605","003785",19,""
"61314012610","003141",8,""
"61314012610","003785",19,""
"61314014305","002332",46,""
"61314014305","003141",8,""
"61314014310","002332",46,""
"61314014310","003141",8,""
"61314014315","002332",46,""
"61314014315","003141",8,""
"61314014405","002272",28,""
"61314014405","002537",169,""
"61314014410","002272",28,""
"61314014410","002537",169,""
"61314014415","002272",28,""
"61314014415","002537",169,""
"61314020315","002332",46,""
"61314020315","003141",8,""
"61314020415","002332",46,""
"61314020415","003141",8,""
"61314020615","002332",46,""
"61314020615","003141",8,""
"61314022405","002272",28,""
"61314022405","002551",168,""
"61314022505","002272",28,""
"61314022505","002551",168,""
"61314022605","003141",8,""
"61314022610","003141",8,""
"61314022615","003141",8,""
"61314022705","003141",8,""
"61314022710","003141",8,""
"61314022715","003141",8,""
"61314023710","003141",8,""
"61314023710","003785",19,""
"61314023805","003141",8,""
"61314023810","003141",8,""
"61314023815","003141",8,""
"61314024501","003141",8,""
"61314024501","003785",19,""
"61314024502","003141",8,""
"61314024502","003785",19,""
"61314024503","003141",8,""
"61314024503","003785",19,""
"61314030802","003141",8,""
"61314030802","003785",19,""
"61314031801","002551",168,""
"61314031801","002599",92,""
"61314031801","008921",25,""
"61314031805","002551",168,""
"61314031805","002599",92,""
"61314031805","008921",25,""
"61314031810","002551",168,""
"61314031810","002599",92,""
"61314031810","008921",25,""
"61314032001","003141",8,""
"61314032001","003785",19,""
"61314032601","002551",168,""
"61314032601","002599",92,""
"61314032601","008921",25,""
"61314032605","002551",168,""
"61314032605","002599",92,""
"61314032605","008921",25,""
"61314032610","002551",168,""
"61314032610","002599",92,""
"61314032610","008921",25,""
"61314035401","003141",8,""
"61314035401","003785",19,""
"61314035501","003141",8,""
"61314035501","003785",19,""
"61314035502","003141",8,""
"61314035502","003785",19,""
"61314039601","003141",8,""
"61314039601","003785",19,""
"61314039603","003141",8,""
"61314039603","003785",19,""
"61314054701","003141",8,""
"61314054703","003141",8,""
"61314062810","003141",8,""
"61314063006","002551",168,""
"61314063006","003141",8,""
"61314063136","003203",33,""
"61314063305","003141",8,""
"61314063705","002551",168,""
"61314063705","003141",8,""
"61314063705","003785",19,""
"61314063710","002551",168,""
"61314063710","003141",8,""
"61314063710","003785",19,""
"61314063715","002551",168,""
"61314063715","003141",8,""
"61314063715","003785",19,""
"61314064175","002468",39,""
"61314064175","003125",57,""
"61314064305","003141",8,""
"61314064511","002468",39,""
"61314064511","002551",168,""
"61314064511","003125",57,""
"61314064610","002468",39,""
"61314064610","006300",54,""
"61314064705","003141",8,""
"61314064705","003785",19,""
"61314064710","003141",8,""
"61314064710","003785",19,""
"61314064725","003141",8,""
"61314064725","003785",19,""
"61314065605","000756",42,""
"61314065605","002272",28,""
"61314065605","003141",8,""
"61314065605","003785",19,""
"61314065610","000756",42,""
"61314065610","002272",28,""
"61314065610","003141",8,""
"61314065610","003785",19,""
"61314065625","000756",42,""
"61314065625","002272",28,""
"61314065625","003141",8,""
"61314065625","003785",19,""
"61314066505","000756",42,""
"61314066505","003141",8,""
"61314066510","000756",42,""
"61314066510","003141",8,""
"61314067225","003141",8,""
"61314067225","003785",19,""
"61314086601","002551",168,""
"61314086601","002599",92,""
"61314086601","008921",25,""
"61364018101","018822",170,""
"61442010201","002432",24,""
"61442010201","002537",169,""
"61442010210","002432",24,""
"61442010210","002537",169,""
"61442010260","002432",24,""
"61442010260","002537",169,""
"61442010301","002432",24,""
"61442010301","002537",169,""
"61442010305","002432",24,""
"61442010305","002537",169,""
"61442010310","002432",24,""
"61442010310","002537",169,""
"61442010360","002432",24,""
"61442010360","002537",169,""
"61442011201","",0,"No Inactive Ingredients Reported"
"61442011205","",0,"No Inactive Ingredients Reported"
"61442011301","",0,"No Inactive Ingredients Reported"
"61442011305","",0,"No Inactive Ingredients Reported"
"61442011401","002432",24,""
"61442011401","002549",98,""
"61442011401","010138",14,""
"61442011401","010141",15,""
"61442011401","010143",16,""
"61442011405","002432",24,""
"61442011405","002549",98,""
"61442011405","010138",14,""
"61442011405","010141",15,""
"61442011405","010143",16,""
"61442011501","002432",24,""
"61442011501","002537",169,""
"61442011505","002432",24,""
"61442011505","002537",169,""
"61442011601","002432",24,""
"61442011601","002537",169,""
"61442011605","002432",24,""
"61442011605","002537",169,""
"61442011701","002432",24,""
"61442011701","002537",169,""
"61442011705","002432",24,""
"61442011705","002537",169,""
"61442012101","000915",73,""
"61442012110","000915",73,""
"61442012201","000915",73,""
"61442012210","000915",73,""
"61442014101","002432",24,""
"61442014110","002432",24,""
"61442014201","002432",24,""
"61442014210","002432",24,""
"61442014301","002432",24,""
"61442014310","002432",24,""
"61442017130","002432",24,""
"61442017130","002549",98,""
"61442017130","010138",14,""
"61442017130","010141",15,""
"61442017230","002432",24,""
"61442017230","002549",98,""
"61442017230","010138",14,""
"61442017230","010141",15,""
"61442017230","010143",16,""
"61442022301","002432",24,""
"61442022305","002432",24,""
"61442043105","002432",24,""
"61442043205","002432",24,""
"61442043205","010141",15,""
"61442043205","010143",16,""
"61442043305","002432",24,""
"61442043305","010141",15,""
"61442043305","010143",16,""
"61570007201","002432",24,""
"61570007201","010143",16,""
"61570007201","011039",45,""
"61570007301","002432",24,""
"61570007301","010143",16,""
"61570007301","011039",45,""
"61570007401","002432",24,""
"61570007401","010138",14,""
"61570007401","010143",16,""
"61570007401","011039",45,""
"61570007550","002432",24,""
"61570007550","010141",15,""
"61570007550","011039",45,""
"61570011001","002549",98,""
"61570011101","002549",98,""
"61570011101","010141",15,""
"61570011101","010143",16,""
"61570011201","002549",98,""
"61570011201","010138",14,""
"61570011201","010141",15,""
"61570012001","002549",98,""
"61570012001","010138",14,""
"61570013120","002468",39,""
"61570013120","003203",33,""
"61570013120","007543",51,""
"61570013125","002468",39,""
"61570013125","003203",33,""
"61570013125","007543",51,""
"61570013140","002468",39,""
"61570013140","003203",33,""
"61570013140","007543",51,""
"61570013150","002468",39,""
"61570013150","003203",33,""
"61570013150","007543",51,""
"61570013155","002468",39,""
"61570013155","003203",33,""
"61570013155","007543",51,""
"61570013185","002468",39,""
"61570013185","003203",33,""
"61570013185","007543",51,""
"61570013198","002468",39,""
"61570013198","003203",33,""
"61570013198","007543",51,""
"61577321601","",0,"No Inactive Ingredients Reported"
"61577321602","",0,"No Inactive Ingredients Reported"
"61577321603","",0,"No Inactive Ingredients Reported"
"61577321604","",0,"No Inactive Ingredients Reported"
"61577321605","",0,"No Inactive Ingredients Reported"
"61577321606","",0,"No Inactive Ingredients Reported"
"61577321607","",0,"No Inactive Ingredients Reported"
"61577321609","",0,"No Inactive Ingredients Reported"
"61577322104","",0,"No Inactive Ingredients Reported"
"61621043001","002272",28,""
"61621043001","010138",14,""
"61621043011","002272",28,""
"61621043011","010138",14,""
"61703012440","",0,"No Inactive Ingredients Reported"
"61703015005","",0,"No Inactive Ingredients Reported"
"61703026205","",0,"No Inactive Ingredients Reported"
"61703030346","",0,"No Inactive Ingredients Reported"
"61703030436","003192",10,""
"61703030538","",0,"No Inactive Ingredients Reported"
"61703030558","",0,"No Inactive Ingredients Reported"
"61703030906","002272",28,""
"61703030916","002272",28,""
"61703030925","002272",28,""
"61703030926","002272",28,""
"61703031922","",0,"No Inactive Ingredients Reported"
"61703032322","",0,"No Inactive Ingredients Reported"
"61703032418","002272",28,""
"61703032518","002272",28,""
"61703032618","002272",28,""
"61703033218","",0,"No Inactive Ingredients Reported"
"61703033918","",0,"No Inactive Ingredients Reported"
"61703033922","",0,"No Inactive Ingredients Reported"
"61703033950","",0,"No Inactive Ingredients Reported"
"61703033956","",0,"No Inactive Ingredients Reported"
"61703034209","001539",22,""
"61703034209","009290",13,""
"61703034222","001539",22,""
"61703034222","009290",13,""
"61703034250","001539",22,""
"61703034250","009290",13,""
"61703034318","000756",42,""
"61703034318","006300",54,""
"61703034365","000756",42,""
"61703034365","006300",54,""
"61703034366","000756",42,""
"61703034366","006300",54,""
"61703034909","002599",92,""
"61703034916","002599",92,""
"61703034936","002599",92,""
"61703035009","003192",10,""
"61703035010","003192",10,""
"61703035037","003192",10,""
"61703035038","003192",10,""
"61703036018","",0,"No Inactive Ingredients Reported"
"61703036318","",0,"No Inactive Ingredients Reported"
"61703036322","",0,"No Inactive Ingredients Reported"
"61703040825","",0,"No Inactive Ingredients Reported"
"61703040841","",0,"No Inactive Ingredients Reported"
"61703060005","",0,"No Inactive Ingredients Reported"
"61748001201","",0,"No Inactive Ingredients Reported"
"61748001205","",0,"No Inactive Ingredients Reported"
"61748001206","",0,"No Inactive Ingredients Reported"
"61748001209","",0,"No Inactive Ingredients Reported"
"61748002501","002549",98,""
"61748002501","002599",92,""
"61748002501","010141",15,""
"61748002501","010143",16,""
"61748005416","001539",22,""
"61748005416","002599",92,""
"61748005416","003203",33,""
"61748005416","007989",157,""
"61748030113","001539",22,""
"61748030113","002468",39,""
"61748030113","002549",98,""
"61748030113","002599",92,""
"61748030113","003785",19,""
"61748030113","013405",52,""
"61748030211","001539",22,""
"61748030211","002468",39,""
"61748030211","002549",98,""
"61748030211","002599",92,""
"61748030211","003785",19,""
"61748030211","013405",52,""
"61748030213","001539",22,""
"61748030213","002468",39,""
"61748030213","002549",98,""
"61748030213","002599",92,""
"61748030213","003785",19,""
"61748030213","013405",52,""
"61748030313","001539",22,""
"61748030313","002468",39,""
"61748030313","002549",98,""
"61748030313","002599",92,""
"61748030313","003785",19,""
"61748030313","013405",52,""
"61748030411","001539",22,""
"61748030411","002468",39,""
"61748030411","002549",98,""
"61748030411","002599",92,""
"61748030411","003785",19,""
"61748030411","010143",16,""
"61748030411","013405",52,""
"61748030413","001539",22,""
"61748030413","002468",39,""
"61748030413","002549",98,""
"61748030413","002599",92,""
"61748030413","003785",19,""
"61748030413","010143",16,""
"61748030413","013405",52,""
"61755000501","002551",168,""
"61755000501","002598",83,""
"61755000502","002551",168,""
"61755000502","002598",83,""
"61755000554","002551",168,""
"61755000554","002598",83,""
"61755000555","002551",168,""
"61755000555","002598",83,""
"61755000801","002551",168,""
"61755000801","002598",83,""
"61755001001","002551",168,""
"61755001301","002551",168,""
"61755002001","002551",168,""
"61755002001","002598",83,""
"61755002002","002551",168,""
"61755002002","002598",83,""
"61755002101","002551",168,""
"61755002101","002598",83,""
"61755002102","002551",168,""
"61755002102","002598",83,""
"61755002400","002551",168,""
"61755002400","002598",83,""
"61755002401","002551",168,""
"61755002401","002598",83,""
"61755002500","002551",168,""
"61755002500","002598",83,""
"61755002501","002551",168,""
"61755002501","002598",83,""
"61755002600","002551",168,""
"61755002600","002598",83,""
"61755002601","002551",168,""
"61755002601","002598",83,""
"61755002700","002551",168,""
"61755002700","002598",83,""
"61755002701","002551",168,""
"61755002701","002598",83,""
"61755003502","002551",168,""
"61755003502","002598",83,""
"61755003608","002551",168,""
"61755003608","002598",83,""
"61755003705","002551",168,""
"61755003705","002598",83,""
"61755003805","002551",168,""
"61755003805","002598",83,""
"61755003900","002551",168,""
"61755003900","002598",83,""
"61755003901","002551",168,""
"61755003901","002598",83,""
"61755004202","002551",168,""
"61755004202","002598",83,""
"61755004502","002551",168,""
"61755004502","002598",83,""
"61787044302","003192",10,""
"61787051304","001991",159,""
"61787051304","002605",6,""
"61787051304","003203",33,""
"61787051404","001991",159,""
"61787051404","002605",6,""
"61787051404","003203",33,""
"61787055602","003192",10,""
"61825016530","002432",24,""
"61825016530","010143",16,""
"61825030260","002432",24,""
"61825030260","002537",169,""
"61825030260","010138",14,""
"61825030260","010143",16,""
"61825030314","002432",24,""
"61825030314","008922",29,""
"61825030560","002432",24,""
"61825030560","002537",169,""
"61825030560","010138",14,""
"61825030560","010143",16,""
"61874007508","002272",28,""
"61874007508","002537",169,""
"61874007560","002272",28,""
"61874007560","002537",169,""
"61874010008","002272",28,""
"61874010008","002537",169,""
"61874010060","002272",28,""
"61874010060","002537",169,""
"61874011511","002549",98,""
"61874011520","002549",98,""
"61874011530","002549",98,""
"61874013011","002549",98,""
"61874013011","010138",14,""
"61874013011","010141",15,""
"61874013020","002549",98,""
"61874013020","010138",14,""
"61874013020","010141",15,""
"61874013030","002549",98,""
"61874013030","010138",14,""
"61874013030","010141",15,""
"61874014530","002549",98,""
"61874014530","010138",14,""
"61874014530","010141",15,""
"61874016030","002549",98,""
"61874016030","010138",14,""
"61874016030","010141",15,""
"61874017008","002549",98,""
"61874017008","010138",14,""
"61874017008","010141",15,""
"61919000335","",0,"No Inactive Ingredients Reported"
"61919000530","002432",24,""
"61919000530","010143",16,""
"61919000560","002432",24,""
"61919000560","010143",16,""
"61919000590","002432",24,""
"61919000590","010143",16,""
"61919000730","002272",28,""
"61919000730","002432",24,""
"61919000730","002537",169,""
"61919000730","009290",13,""
"61919001920","002537",169,""
"61919002020","002537",169,""
"61919002102","002432",24,""
"61919002102","002537",169,""
"61919002102","002549",98,""
"61919002102","002598",83,""
"61919002102","010138",14,""
"61919002102","010141",15,""
"61919002102","010143",16,""
"61919002114","002432",24,""
"61919002114","002537",169,""
"61919002114","002549",98,""
"61919002114","002598",83,""
"61919002114","010138",14,""
"61919002114","010141",15,""
"61919002114","010143",16,""
"61919002360","002432",24,""
"61919002360","002537",169,""
"61919002390","002432",24,""
"61919002390","002537",169,""
"61919002630","002432",24,""
"61919002660","002432",24,""
"61919002690","002432",24,""
"61919003090","002432",24,""
"61919003204","",0,"No Inactive Ingredients Reported"
"61919003210","",0,"No Inactive Ingredients Reported"
"61919003230","",0,"No Inactive Ingredients Reported"
"61919003310","002432",24,""
"61919004260","002549",98,""
"61919004260","002598",83,""
"61919004260","010138",14,""
"61919004260","010143",16,""
"61919004730","002432",24,""
"61919005120","002549",98,""
"61919005120","010138",14,""
"61919005120","010143",16,""
"61919006030","002432",24,""
"61919006030","002537",169,""
"61919006202","002432",24,""
"61919007430","002432",24,""
"61919007430","002537",169,""
"61919007460","002432",24,""
"61919007460","002537",169,""
"61919007530","002432",24,""
"61919007530","002537",169,""
"61919007660","002432",24,""
"61919007660","013405",52,""
"61919007690","002432",24,""
"61919007690","013405",52,""
"61919008430","002432",24,""
"61919008430","002537",169,""
"61919008460","002432",24,""
"61919008460","002537",169,""
"61919008620","010138",14,""
"61919008620","010143",16,""
"61919008630","010138",14,""
"61919008630","010143",16,""
"61919008660","010138",14,""
"61919008660","010143",16,""
"61919008710","002432",24,""
"61919009307","",0,"No Inactive Ingredients Reported"
"61919009314","",0,"No Inactive Ingredients Reported"
"61919009372","",0,"No Inactive Ingredients Reported"
"61919009386","",0,"No Inactive Ingredients Reported"
"61919009390","",0,"No Inactive Ingredients Reported"
"61919009560","",0,"No Inactive Ingredients Reported"
"61919009586","",0,"No Inactive Ingredients Reported"
"61919010030","002549",98,""
"61919010030","010138",14,""
"61919010030","010143",16,""
"61919010090","002549",98,""
"61919010090","010138",14,""
"61919010090","010143",16,""
"61919010130","002549",98,""
"61919010160","002549",98,""
"61919010190","002549",98,""
"61919010230","002549",98,""
"61919010260","002549",98,""
"61919010290","002549",98,""
"61919010812","002432",24,""
"61919010812","010143",16,""
"61919010814","002432",24,""
"61919010814","010143",16,""
"61919011730","002432",24,""
"61919011730","013405",52,""
"61919011760","002432",24,""
"61919011760","013405",52,""
"61919011820","002537",169,""
"61919011830","002537",169,""
"61919011860","002537",169,""
"61919011871","002537",169,""
"61919011872","002537",169,""
"61919011890","002537",169,""
"61919011930","002432",24,""
"61919011930","010138",14,""
